SOURCE,type,trt_functional,order,replicates,insect_dens,insect_densSE,damagescore,damagescore_SE,application,app_SE,rate,cost,yield1,yield1_SE,yield2,yield2_SE,disease,dis_rating,disrating_SE,beneficial insect,beneficial insect value,beneficial insect_SE,,,,,,,,,,,,,,,
49,specialty,threshold,hemiptera,4,.,.,.,.,10,.,.,.,.,.,.,.,Zebra chip disease,1.6,a,.,.,.,,,,,,,,,,,,,,,
49,specialty,threshold,hemiptera,4,.,.,.,.,13,.,.,.,.,.,.,.,Zebra chip disease,0.9,a,.,.,.,,,,,,,,,,,,,,,
50,specialty,control,hemiptera,4,.,.,.,.,0,.,.,.,34.14,.,.,.,Zebra chip disease,33.76,b,.,.,.,,,,,,,,,,,,,,,
50,specialty,standard,hemiptera,4,.,.,.,.,16,.,.,.,59.22,.,.,,Zebra chip disease,0,a,.,.,.,,,,,,,,,,,,,,,
50,specialty,threshold,hemiptera,4,.,.,.,.,8,.,.,.,60.07,.,.,.,Zebra chip disease,1.23,a,.,.,.,,,,,,,,,,,,,,,
51,specialty,control,lepidoptera,4,2.612,.,60.3,14.2,0,.,.,0,0.071,0.02,76.1,18.5,.,.,.,.,.,.,,,,,,,,,,,,,,,
51,specialty,control,lepidoptera,4,1.702,.,145.4,17.5,0,.,.,0,0.349,0.071,303.7,51.3,.,.,.,.,.,.,,,,,,,,,,,,,,,
51,specialty,control,lepidoptera,4,2.0139,.,84.7,25.4,0,.,.,0,0.144,0.05,125.2,38.7,.,.,.,.,.,.,,,,,,,,,,,,,,,
51,specialty,standard,lepidoptera,4,0.428,.,47.8,6.5,6,.,.,2902,1.089,0.046,613.9,18.4,.,.,.,.,.,.,,,,,,,,,,,,,,,
51,specialty,standard,lepidoptera,4,0.924,.,115.8,17.8,6,.,.,2902,0.962,0.07,515.6,48.6,.,.,.,.,.,.,,,,,,,,,,,,,,,
51,specialty,standard,lepidoptera,4,0.621,.,95.3,18.2,6,.,.,2902,1.306,0.1,635.8,55.2,.,.,.,.,.,.,,,,,,,,,,,,,,,
51,specialty,threshold,lepidoptera,4,0.6755,.,77.6,11.2,3,.,.,1445,0.939,0.02,577.9,45.4,.,.,.,.,.,.,,,,,,,,,,,,,,,
51,specialty,threshold,lepidoptera,4,0.816,.,111.7,15.8,4,.,.,1753,1.19,0.01,590.9,10.6,.,.,.,.,.,.,,,,,,,,,,,,,,,
51,specialty,threshold,lepidoptera,4,0.778,.,138.5,23,5,.,.,2047,1.112,0.09,601.6,43.4,.,.,.,.,.,.,,,,,,,,,,,,,,,
52,specialty,control,acari,3,886.6,5.2,84.5,2.1,0,.,?,.,22.54,3.701923077,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
52,specialty,control,acari,3,685.6,7.6,78.5,2.9,0,.,?,.,21.53,2.355769231,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
52,specialty,control,acari,3,941.5,8.3,86.3,4.7,0,.,?,.,21.53,2.834008097,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
52,specialty,control,acari,3,866.2,9.8,80.2,7.1,0,.,?,.,22.95,1.700404858,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
52,specialty,standard,acari,3,68.8,1.9,29.3,1.5,12,.,?,.,41.7,3.028846154,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
52,specialty,standard,acari,3,71.6,1.5,34.5,2.3,10,.,?,.,38.54,2.267206478,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
52,specialty,standard,acari,3,53.3,2.4,23.4,2.6,10,.,?,.,42.79,1.700404858,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
52,specialty,standard,acari,3,48.4,1.9,37.4,3.2,12,.,?,.,39.71,1.346153846,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
52,specialty,threshold,acari,3,7.4,3.3,0.8,0.2,5,.,?,.,59.38,2.267206478,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
52,specialty,threshold,acari,3,8.6,2.4,3.2,0.3,5,.,?,.,58.09,1.983805668,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
52,specialty,threshold,acari,3,8.6,3.2,1.6,0.4,4,.,?,.,62.59,1.346153846,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
52,specialty,threshold,acari,3,10.6,1.8,2.3,0.5,4,.,?,.,62.59,2.355769231,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,control,lepidoptera,1,.,.,0.25,0.17,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,control,lepidoptera,1,.,.,0.36,0.25,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,control,lepidoptera,1,.,.,1.1,0.44,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,control,lepidoptera,1,.,.,0.9,0.48,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,control,lepidoptera,1,.,.,2.5,1.02,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,control,lepidoptera,1,.,.,7.05,1.91,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,control,lepidoptera,1,.,.,11.09,2.56,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,control,lepidoptera,1,.,.,22.6,3.78,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,standard,lepidoptera,1,.,.,0,0,5,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,standard,lepidoptera,1,.,.,0,0,6,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,standard,lepidoptera,1,.,.,0.28,0.1,5,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,standard,lepidoptera,1,.,.,0.54,0.11,8,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,standard,lepidoptera,1,.,.,0.17,0.14,8,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,standard,lepidoptera,1,.,.,0.55,0.21,5,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,standard,lepidoptera,1,.,.,0.88,0.32,7,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,standard,lepidoptera,1,.,.,3.39,0.84,7,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,threshold,lepidoptera,1,0.18,0.06,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,threshold,lepidoptera,1,0.3,0.11,0.1,0.05,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,threshold,lepidoptera,1,2.33,0.29,1.6,0.16,1,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,threshold,lepidoptera,1,0.8,0.33,0.34,0.19,1,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,threshold,lepidoptera,1,2.15,0.44,2.3,0.21,1,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,threshold,lepidoptera,1,2.2,0.26,0.44,0.22,1,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,threshold,lepidoptera,1,6.15,0.55,1.05,0.29,1,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,threshold,lepidoptera,1,2,0.26,0.98,0.33,1,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,threshold,lepidoptera,1,3.15,0.32,1.61,0.36,1,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,threshold,lepidoptera,1,0.27,0.12,0.6,0.43,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,threshold,lepidoptera,1,0.14,0.09,1.33,0.68,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
53,specialty,threshold,lepidoptera,1,1.24,0.63,1.75,0.69,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
54,specialty,control,hemiptera,3,1208.373,.,.,.,0,.,.,0,1.5,.,9.7,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
54,specialty,standard,hemiptera,3,148.64,.,.,.,3,.,.,628,5.41,.,26.1,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
54,specialty,threshold,hemiptera,3,123.36,.,.,.,3,.,.,468,8.12,.,28.3,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
55,field,control,hemiptera,4,0.708333333,.,.,.,0,.,1.0 oz/ac or 0.044 lbs. ai/ac of acetamiprid,.,1340.5,.,98,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
55,field,control,hemiptera,4,3.4,.,.,.,0,.,1.0 oz/ac or 0.044 lbs. ai/ac of acetamiprid,.,973.75,.,70,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
55,field,standard,hemiptera,4,0.041666667,.,.,.,3,.,1.0 oz/ac or 0.044 lbs. ai/ac of acetamiprid,.,1248.75,.,98,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
55,field,standard,hemiptera,4,0.685714286,.,.,.,3,.,1.0 oz/ac or 0.044 lbs. ai/ac of acetamiprid,.,1113.75,.,87,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
55,field,threshold,hemiptera,4,0.5,.,.,.,0,.,1.0 oz/ac or 0.044 lbs. ai/ac of acetamiprid,.,1243.25,.,97,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
55,field,threshold,hemiptera,4,0.892857143,.,.,.,2,.,1.0 oz/ac or 0.044 lbs. ai/ac of acetamiprid,.,1087,.,89,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
56,field,control,coleoptera,4,50.57,7.86,.,.,0,.,33.6 g ai/A,.,78.4,2.9,8.78,0.05,.,.,.,.,.,.,,,,,,,,,,,,,,,
56,field,control,coleoptera,4,.,.,.,.,0,.,33.6 g ai/A,.,78.2,5.6,14.8,0,.,.,.,.,.,.,,,,,,,,,,,,,,,
56,field,standard,coleoptera,4,36.28,3.85,.,.,1,.,33.6 g ai/A,.,80.7,0.5,8.96,0.03,.,.,.,.,.,.,,,,,,,,,,,,,,,
56,field,standard,coleoptera,4,.,.,.,.,1,.,33.6 g ai/A,.,73.1,1.7,14.81,0.02,.,.,.,.,.,.,,,,,,,,,,,,,,,
56,field,threshold,coleoptera,4,13.18,4.35,.,.,1,.,33.6 g ai/A,.,86.5,3.1,9.12,0.05,.,.,.,.,.,.,,,,,,,,,,,,,,,
56,field,threshold,coleoptera,4,.,.,.,.,0,.,33.6 g ai/A,.,83.9,6.4,14.83,0.03,.,.,.,.,.,.,,,,,,,,,,,,,,,
57,field,control,hemiptera,4,68.32,.,0,.,0,.,.,0,584.84,.,.,.,.,.,.,Number natural enemies,13.94,a,,,,,,,,,,,,,,,
57,field,control,hemiptera,4,56.19,.,1.92,.,0,.,.,0,799.08,.,.,.,.,.,.,Number natural enemies,18.13,.,,,,,,,,,,,,,,,
57,field,standard,hemiptera,4,6.88,.,2.74,.,6,.,.,43.92,1203.45,.,.,.,.,.,.,Number natural enemies,6.63,.,,,,,,,,,,,,,,,
57,field,standard,hemiptera,4,8.57,.,1.7,.,6,.,.,56.88,1184.36,.,.,.,.,.,.,Number natural enemies,8,.,,,,,,,,,,,,,,,
57,field,standard,hemiptera,4,21.57,.,1.89,.,6,.,.,72,1135.49,.,.,.,.,.,.,Number natural enemies,11.88,.,,,,,,,,,,,,,,,
57,field,standard,hemiptera,4,1.1,.,0,.,8,.,.,109.04,1042.95,.,.,.,.,.,.,Number natural enemies,2.94,b,,,,,,,,,,,,,,,
57,field,threshold,hemiptera,4,19.54,.,0,.,1,.,.,15.6,932.76,.,.,.,.,.,.,Number natural enemies,5.88,ab,,,,,,,,,,,,,,,
57,field,threshold,hemiptera,4,18.88,.,1.71,.,1,.,.,7.32,1141.45,.,.,.,.,.,.,Number natural enemies,7.88,.,,,,,,,,,,,,,,,
57,field,threshold,hemiptera,4,18.1,.,1.5,.,1,.,.,9.48,1181.7,.,.,.,.,.,.,Number natural enemies,12.25,.,,,,,,,,,,,,,,,
57,field,threshold,hemiptera,4,28.44,.,2.27,.,2,.,.,24,1052.7,.,.,.,.,.,.,Number natural enemies,13.3,.,,,,,,,,,,,,,,,
58,specialty,control,coleoptera,6,.,.,12.5,0.6,0,.,.22 kg Al/ha ,0,4.6,1.1,5.4,0.7,.,.,.,.,.,.,,,,,,,,,,,,,,,
58,specialty,standard,coleoptera,6,.,.,13.1,1.9,12,.,.22 kg Al/ha ,180,47.5,2.5,69,3.8,.,.,.,.,.,.,,,,,,,,,,,,,,,
58,specialty,threshold,coleoptera,6,.,.,12.5,4.2,8,.,.22 kg Al/ha ,120,40.6,2.4,70.2,4.3,.,.,.,.,.,.,,,,,,,,,,,,,,,
59,field,control,hemiptera,3,85.22,8.87,.,.,0,.,.,0,603,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
59,field,standard,hemiptera,3,8.88,3.02,.,.,6,.,.,3960,1407,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
59,field,threshold,hemiptera,3,30.21,5.28,.,.,4,.,.,2640,1237,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
60,field,control,hemiptera,3,44.65,6.71,.,.,0,.,0.05 percent,0,5.97,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
60,field,standard,hemiptera,3,0.81,1.14,.,.,4,.,0.05 percent,1149.76,16.26,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
60,field,threshold,hemiptera,3,23.34,4.88,.,.,2,.,0.05 percent,574.88,11.65,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
61,field,control,hemiptera,4,3820.89,507,.,.,0,.,different rates,.,49.7,3,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,control,hemiptera,4,2588.23,559,.,.,0,.,different rates,.,61.37,3.31,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,control,hemiptera,4,4920,601,.,.,0,.,different rates,.,65.87,4,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,control,hemiptera,4,9949.74,1508,.,.,0,.,different rates,.,54.11,2.5,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,control,hemiptera,4,10559.98,1622,.,.,0,.,different rates,.,56.71,8,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,control,hemiptera,4,69651.74,8756,.,.,0,.,different rates,.,47.5,9,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,standard,hemiptera,4,1000,59,.,.,2,.,different rates,.,56.66,2.5,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,standard,hemiptera,4,626.86,179,.,.,1,.,different rates,.,48.31,4,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,standard,hemiptera,4,2609.99,420,.,.,2,.,different rates,.,69.45,0.2,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,standard,hemiptera,4,482.41,422,.,.,2,.,different rates,.,59.01,3,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,standard,hemiptera,4,2219.98,480,,.,3,.,different rates,.,61.89,1,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,standard,hemiptera,4,5174.12,6368,.,.,4,.,different rates,.,65.74,2,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,threshold,hemiptera,4,1462.68,209,.,.,1,.,different rates,.,49.3,4,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,threshold,hemiptera,4,676.47,323,.,.,1,.,different rates,.,61.76,2.5,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,threshold,hemiptera,4,4290,360,.,.,1,.,different rates,.,72.43,6,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,threshold,hemiptera,4,2400,780,,.,1,.,different rates,.,60.29,2,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,threshold,hemiptera,4,4462.31,844,.,.,1,.,different rates,.,59.21,2.5,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
61,field,threshold,hemiptera,4,52935.32,1990,.,.,1,.,different rates,.,44.9,8.9,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,
62,field,control,hemiptera,4,1.56,.,0.7493,.,0,.,"thiamethoxam + lambda-cyhalothrin 26.5 + 35.25 g.a.i. ha?1 (Engeo Pleno® 250 mL ha?1),",0,4965.4,359.5,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
62,field,standard,hemiptera,4,0.63,.,0.3385,.,4,.,"thiamethoxam + lambda-cyhalothrin 26.5 + 35.25 g.a.i. ha?1 (Engeo Pleno® 250 mL ha?1),",56.96,4479.2,251.4,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
62,field,threshold,hemiptera,4,1.53,.,0.555,.,1,.,"thiamethoxam + lambda-cyhalothrin 26.5 + 35.25 g.a.i. ha?1 (Engeo Pleno® 250 mL ha?1),",14.24,4684.9,464.4,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
63,specialty,control,lepidoptera,3,.,.,8.59,.,0,.,0.5gofflubendiamide24WGperliterofwater,0,7.78,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
63,specialty,standard,lepidoptera,3,.,.,1.15,.,16,.,0.5gofflubendiamide24WGperliterofwater,289.86,11.12,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
63,specialty,threshold,lepidoptera,3,.,.,1.79,.,5,.,0.5gofflubendiamide24WGperliterofwater,90.58,9.19,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
64,specialty,control,lepidoptera,3,2.68,.,.,.,0,.,0.07% ,.,4.1,.,17,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
64,specialty,control,lepidoptera,3,2.647,.,.,.,0,.,0.07% ,.,1.3,.,20,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
64,specialty,control,lepidoptera,3,.,.,.,.,0,.,0.07% ,.,0.5,.,4,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
64,specialty,control,lepidoptera,3,1.2016,.,.,.,0,.,0.07% ,.,0.9,.,17,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
64,specialty,standard,lepidoptera,3,0.0174,.,.,.,9,.,0.07% ,.,12.5,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
64,specialty,standard,lepidoptera,3,0.006755,.,.,.,7,.,0.07% ,.,7.2,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
64,specialty,standard,lepidoptera,3,.,.,.,.,9,.,0.07% ,.,9.3,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
64,specialty,standard,lepidoptera,3,0.02,.,.,.,7,.,0.07% ,.,8.1,.,94,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
64,specialty,threshold,lepidoptera,3,0.152,.,.,.,4,.,0.07% ,.,13.6,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
64,specialty,threshold,lepidoptera,3,0.052,.,.,.,4,.,0.07% ,.,13,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
64,specialty,threshold,lepidoptera,3,0.0407,.,.,.,4,.,0.07% ,.,8,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
64,specialty,threshold,lepidoptera,3,0.064,.,.,.,4,.,0.07% ,.,6.6,.,97,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
64,specialty,threshold,lepidoptera,3,.,.,.,.,4,.,0.07% ,.,10.2,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
64,specialty,threshold,lepidoptera,3,.,.,.,.,4,.,0.07% ,.,10,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
64,specialty,threshold,lepidoptera,3,0.1433,.,.,.,4,.,0.07% ,.,7.7,.,93,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
64,specialty,threshold,lepidoptera,3,0.1824,.,.,.,4,.,0.07% ,.,6.9,.,88,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
65,field,control,hemiptera,6,9258.42,2561,.,.,0,.,.,.,54.92,4,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
65,field,standard,hemiptera,6,404.49,270,.,.,4,.,.,.,64.48,3,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
65,field,threshold,hemiptera,6,269.66,270,.,.,1,.,.,.,62.13,2.1,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
65,field,threshold,hemiptera,6,359.55,270,.,.,1,.,.,.,63.35,2.7,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
65,field,threshold,hemiptera,6,224.71,270,.,.,1,.,.,.,61.5,2.8,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
65,field,threshold,hemiptera,6,404.49,270,.,.,1,.,.,.,59.05,4,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
65,field,threshold,hemiptera,8,224.71,270,.,.,1,.,.,.,62.91,1.7,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
65,field,threshold,hemiptera,6,539.32,315,.,.,1,.,.,.,60.82,2.2,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
65,field,threshold,hemiptera,6,988.76,359,.,.,1,.,.,.,60.25,1.9,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
65,field,threshold,hemiptera,7,988.76,674,.,.,1,.,.,.,63.022,2,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
65,field,threshold,hemiptera,6,2067.41,1663,.,.,1,.,.,.,62.97,1,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
66,field,control,lepidoptera,4,0.512,.,2.45,.,0,.,37 g a.i./ha,.,1688,.,.,.,.,.,.,mummified aphids,2.81,.,,,,,,,,,,,,,,,
66,field,control,lepidoptera,4,0.53,.,1.18,.,0,.,33 g a.i./ha,.,1662,.,.,.,.,.,.,mummified aphids,6.15,.,,,,,,,,,,,,,,,
66,field,standard,lepidoptera,4,0.153,.,0.74,.,5,.,32 g a.i./ha,.,2493,.,.,.,.,.,.,mummified aphids,3.56,.,,,,,,,,,,,,,,,
66,field,standard,lepidoptera,4,0.2,.,1.05,.,5,.,36 g a.i./ha,.,2397,.,.,.,.,.,.,mummified aphids,2.52,.,,,,,,,,,,,,,,,
66,field,threshold,lepidoptera,4,0.083,.,0.74,.,2,.,30 g a.i./ha,.,2831,.,.,.,.,.,.,mummified aphids,3.9,.,,,,,,,,,,,,,,,
66,field,threshold,lepidoptera,4,0.294,.,1.15,.,2,.,34 g a.i./ha,.,2030,.,.,.,.,.,.,mummified aphids,2.42,.,,,,,,,,,,,,,,,
67,field,control,lepidoptera,4,0.12,0.01,9.5,0.15,0,.,150 l/ha,.,3797.5,96.81,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
67,field,control,lepidoptera,4,1.77,0.33,11.2,0.57,0,.,150 l/ha,.,2487.32,71.71,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
67,field,control,lepidoptera,4,2.63,0.22,22.29,1.2,0,.,150 l/ha,.,2555.12,73.14,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
67,field,control,lepidoptera,4,1.28,0.29,27.14,1.26,0,.,150 l/ha,.,2228.62,166.52,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
67,field,control,lepidoptera,4,2.96,0.649,18.5,1.45,0,.,150 l/ha,.,2667.83,89.42,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
67,field,standard,lepidoptera,4,1.53,0.24,8.69,0.15,7,.,150 l/ha,.,2832.85,277.65,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
67,field,standard,lepidoptera,4,0.16,0.02,7.27,0.92,4,.,150 l/ha,.,3902.5,84.18,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
67,field,standard,lepidoptera,4,0.51,0.25,8.95,1.05,4,.,150 l/ha,.,2441.33,208.19,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
67,field,standard,lepidoptera,4,1.062,0.49,4.71,1.09,4,.,150 l/ha,.,3175.72,51.49,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
67,field,standard,lepidoptera,4,3.31,0.67,11.93,1.49,5,.,150 l/ha,.,2981.49,178.97,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
67,field,threshold,lepidoptera,4,0.47,0.23,9.62,0.1,2,.,150 l/ha,.,2447.01,155.62,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
67,field,threshold,lepidoptera,4,1.897,0.37,4.935,0.6,3,.,150 l/ha,.,2992.57,65.86,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
67,field,threshold,lepidoptera,4,1.33,0.24,9.87,0.63,5,.,150 l/ha,.,2913.56,200.37,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
67,field,threshold,lepidoptera,4,2.88,0.37,6.53,0.72,3,.,150 l/ha,.,3180.4,185.43,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
67,field,threshold,lepidoptera,4,0.23,0.01,10.59,1.465,2,.,150 l/ha,.,4179.25,128.64,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
68,field,control,lepidoptera,5,.,.,.,.,0,.,100 l/ha,.,1154.2,.,.,.,.,.,.,"Coccinellids, Syrphidae, Spider mites, Ants",.,.,,,,,,,,,,,,,,,
68,field,control,lepidoptera,5,.,.,20.03,.,0,.,100 l/ha,.,1707.4,.,.,.,.,.,.,"Coccinellids, Syrphidae, Spider mites, Ants",.,.,,,,,,,,,,,,,,,
68,field,control,lepidoptera,5,.,.,33.44,.,0,.,100 l/ha,.,691.7,.,.,.,.,.,.,"Coccinellids, Syrphidae, Spider mites, Ants",.,.,,,,,,,,,,,,,,,
68,field,control,lepidoptera,5,.,.,17.25,.,0,.,100 l/ha,.,692.7,.,.,.,.,.,.,"Coccinellids, Syrphidae, Spider mites, Ants",32.8,.,,,,,,,,,,,,,,,
68,field,control,lepidoptera,5,.,.,30.04,.,0,.,100 l/ha,.,1052.8,.,.,.,.,.,.,"Coccinellids, Syrphidae, Spider mites, Ants",47.2,.,,,,,,,,,,,,,,,
68,field,standard,lepidoptera,5,.,.,.,.,6,.,100 l/ha,.,2064.8,.,.,.,.,.,.,"Coccinellids, Syrphidae, Spider mites, Ants",.,.,,,,,,,,,,,,,,,
68,field,standard,lepidoptera,5,.,.,5.3,.,6,.,100 l/ha,.,2478.2,.,.,.,.,.,.,"Coccinellids, Syrphidae, Spider mites, Ants",.,.,,,,,,,,,,,,,,,
68,field,standard,lepidoptera,5,.,.,10.19,.,6,.,100 l/ha,.,1330.7,.,.,.,.,.,.,"Coccinellids, Syrphidae, Spider mites, Ants",.,.,,,,,,,,,,,,,,,
68,field,standard,lepidoptera,5,.,.,13.15,.,6,.,100 l/ha,.,1862,.,.,.,.,.,.,"Coccinellids, Syrphidae, Spider mites, Ants",14.2,.,,,,,,,,,,,,,,,
